RMSE_m,MeanError_m,MaxError_m,ClosureError_m,StepCount,StepsUsed,StepsDropped,AvgStepLength_m,AlphaComp,RemoveGyroBias,MatchMethod,MaxGap_s,dtMedian_s,dtMax_s,AlignR2,Overlap_s
165.0313597996444,150.34307464978033,234.54376173862678,201.23116656479314,1170,1170,0,0.6978073030056896,0.9,True,interp,0.5,0.025127530097961426,0.04999852180480957,0.999999989014145,743.2809998989105
