step_index,E_pdr_m,N_pdr_m,E_rtk_m,N_rtk_m,error_m
467,-33.276832,-72.019129,-88.753673,-126.414799,77.695359
468,-33.833286,-71.600314,-88.072842,-126.296380,77.029794
469,-34.362877,-71.142532,-87.447476,-126.199669,76.480474
470,-34.898747,-70.678082,-86.760824,-126.102239,75.904626
471,-35.412068,-70.198458,-86.139067,-126.016969,75.425026
472,-35.930597,-69.713842,-85.417945,-125.902004,74.873941
473,-36.432249,-69.213483,-84.821481,-125.860080,74.500703
474,-36.929871,-68.745010,-84.123439,-125.788041,74.034723
475,-37.363121,-68.213685,-83.517241,-125.705426,73.725864
476,-37.843136,-67.710884,-82.870150,-125.558507,73.306067
477,-38.267029,-67.166993,-82.295344,-125.418279,73.018524
478,-38.730424,-66.636716,-81.629677,-125.247754,72.633323
479,-39.162849,-66.095428,-81.058692,-125.112929,72.376289
480,-39.604909,-65.537740,-80.407639,-124.940531,72.066319
481,-40.006114,-64.980647,-79.811095,-124.790684,71.844813
482,-40.401425,-64.413074,-79.158681,-124.608033,71.593002
483,-40.768279,-63.851709,-78.578595,-124.423204,71.403963
484,-41.159520,-63.285787,-77.959469,-124.218650,71.183215
485,-41.500507,-62.692745,-77.388998,-124.026744,71.062249
486,-41.873864,-62.125303,-76.760080,-123.799238,70.857055
487,-42.195274,-61.521181,-76.174533,-123.588849,70.760056
488,-42.580512,-60.946873,-75.485135,-123.373447,70.567637
489,-42.878664,-60.324163,-74.928933,-123.167741,70.544561
490,-43.209503,-59.714993,-74.348040,-122.916407,70.455853
491,-43.550801,-59.114456,-73.774089,-122.687036,70.391193
492,-43.910801,-58.517077,-73.163807,-122.377578,70.241739
493,-44.282892,-57.936509,-72.566505,-122.111831,70.131553
494,-44.606532,-57.325038,-71.948423,-121.801270,70.034017
495,-44.927379,-56.703698,-71.426585,-121.509292,70.014090
496,-45.221168,-56.070878,-70.836958,-121.172073,69.959519
497,-45.433352,-55.395414,-70.301921,-120.894432,70.061167
498,-45.696672,-54.762393,-69.707444,-120.563040,70.044574
499,-45.810893,-54.079853,-69.148485,-120.271302,70.185121
500,-46.051715,-53.439055,-68.608209,-119.937485,70.219916
501,-46.171379,-52.770602,-68.075836,-119.605953,70.333274
502,-46.309506,-52.111451,-67.440191,-119.273362,70.407586
503,-46.409185,-51.438857,-66.927361,-118.952809,70.562945
504,-46.439528,-50.734172,-66.374309,-118.633605,70.765306
505,-46.524506,-50.029747,-65.815226,-118.329729,70.971962
506,-46.518651,-49.341349,-65.231807,-117.926150,71.091892
507,-46.559564,-48.645777,-64.704525,-117.529246,71.233222
508,-46.524032,-47.955781,-64.152840,-117.109895,71.365723
509,-46.417169,-47.267118,-63.647521,-116.711747,71.550273
510,-46.348305,-46.570073,-63.153527,-116.266915,71.694249
511,-46.160590,-45.881192,-62.662129,-115.827074,71.866037
512,-46.141677,-45.187448,-62.158325,-115.364722,71.981823
513,-45.975309,-44.509977,-61.662283,-114.939943,72.155812
514,-45.807925,-43.863127,-61.229003,-114.487442,72.288336
515,-45.593668,-43.212990,-60.793429,-114.022199,72.422211
516,-45.301720,-42.598757,-60.322721,-113.531507,72.505762
517,-45.161022,-41.926307,-59.848340,-113.044269,72.618743
518,-44.882016,-41.283695,-59.405974,-112.570201,72.751023
519,-44.647496,-40.623567,-58.961597,-112.084221,72.880165
520,-44.328708,-39.996766,-58.521929,-111.540764,72.938270
521,-43.911541,-39.411832,-58.108197,-111.036431,73.017999
522,-43.629163,-38.761362,-57.709308,-110.469140,73.077054
523,-43.113551,-38.285869,-57.307852,-109.931022,73.037704
524,-42.734465,-37.684654,-56.886654,-109.397334,73.095779
525,-42.216247,-37.197726,-56.476936,-108.936991,73.142938
526,-41.768659,-36.657806,-56.071400,-108.358906,73.113721
527,-41.362118,-36.085772,-55.649373,-107.833868,73.156783
528,-40.875836,-35.582552,-55.231888,-107.276232,73.116892
529,-40.486321,-34.991990,-54.812353,-106.804397,73.227434
530,-40.036234,-34.459406,-54.406190,-106.258455,73.222942
531,-39.625512,-33.896863,-54.015420,-105.788692,73.317832
532,-39.178291,-33.344910,-53.634817,-105.211602,73.306293
533,-38.596695,-32.930804,-53.264459,-104.639359,73.193308
534,-38.151528,-32.382903,-52.923576,-104.029366,73.153462
535,-37.615565,-31.910251,-52.642081,-103.457798,73.108465
536,-37.146364,-31.407708,-52.337070,-102.838324,73.028011
537,-36.623344,-30.922027,-52.043754,-102.263710,72.989210
538,-36.039578,-30.508461,-51.764631,-101.649167,72.857925
539,-35.503385,-30.030369,-51.454225,-101.045606,72.784566
540,-34.881871,-29.668558,-51.137360,-100.410539,72.585596
541,-34.301845,-29.231508,-50.851047,-99.867678,72.548911
542,-33.741247,-28.823870,-50.522633,-99.214958,72.363804
543,-33.147682,-28.459000,-50.202954,-98.639560,72.223218
544,-32.616388,-28.008148,-49.905060,-98.027607,72.122277
545,-31.975801,-27.730437,-49.560899,-97.443422,71.896703
546,-31.368267,-27.421235,-49.234720,-96.844980,71.685888
547,-30.697678,-27.230786,-48.912233,-96.302529,71.433016
548,-30.079378,-26.958651,-48.570316,-95.699823,71.184714
549,-29.454867,-26.675043,-48.241452,-95.151533,71.006798
550,-28.813380,-26.437252,-47.923346,-94.547512,70.740359
551,-28.189062,-26.135334,-47.647041,-93.961533,70.562073
552,-27.551233,-25.896269,-47.341014,-93.344070,70.291119
553,-26.938904,-25.612923,-47.074022,-92.752495,70.093831
554,-26.312445,-25.367002,-46.801218,-92.156047,69.861050
555,-25.658555,-25.150033,-46.515952,-91.600439,69.646877
556,-25.041326,-24.854636,-46.238746,-90.999980,69.458888
557,-24.359027,-24.703813,-45.941962,-90.450855,69.198964
558,-23.708203,-24.452095,-45.631187,-89.817576,68.943914
559,-23.037172,-24.273428,-45.320410,-89.302315,68.740809
560,-22.395610,-24.028433,-45.016726,-88.715381,68.528214
561,-21.747444,-23.780437,-44.703543,-88.137137,68.328378
562,-21.090434,-23.582756,-44.384913,-87.547673,68.074543
563,-20.423999,-23.396021,-44.117979,-86.972726,67.848376
564,-19.742829,-23.356443,-43.833562,-86.321906,67.416711
565,-19.050903,-23.219102,-43.551430,-85.737698,67.147976
566,-18.362490,-23.121572,-43.249403,-85.153858,66.838334
567,-17.680119,-23.017346,-42.943224,-84.621086,66.582620
568,-17.021425,-22.818896,-42.613542,-84.058047,66.371606
569,-16.333522,-22.730637,-42.295938,-83.518418,66.099934
570,-15.663038,-22.526039,-41.989934,-82.945325,65.905960
571,-14.974818,-22.438454,-41.682213,-82.371292,65.614251
572,-14.300142,-22.246684,-41.373761,-81.761923,65.383825
573,-13.621227,-22.135063,-41.065992,-81.204213,65.133553
574,-12.959693,-22.047492,-40.771340,-80.618481,64.838634
575,-12.281926,-21.933220,-40.512780,-80.077452,64.635383
576,-11.600061,-21.917443,-40.212088,-79.471121,64.273430
577,-10.915270,-21.853408,-39.904192,-78.900396,63.989971
578,-10.231495,-21.821817,-39.637187,-78.300280,63.675046
579,-9.554050,-21.727998,-39.341192,-77.756396,63.454356
580,-8.885933,-21.578232,-39.040267,-77.142308,63.219067
581,-8.191665,-21.586996,-38.726567,-76.596972,62.916434
582,-7.519053,-21.470495,-38.442231,-76.011316,62.697241
583,-6.838071,-21.528751,-38.147726,-75.428472,62.333573
584,-6.166171,-21.471323,-37.836983,-74.843129,62.061179
585,-5.484150,-21.470757,-37.535572,-74.306224,61.797089
586,-4.803970,-21.466934,-37.236813,-73.681844,61.467765
587,-4.109861,-21.428925,-36.967504,-73.129320,61.258105
588,-3.438458,-21.461694,-36.672182,-72.521402,60.922690
589,-2.754489,-21.409720,-36.373514,-71.958128,60.707333
590,-2.067250,-21.432086,-36.059063,-71.378817,60.416217
591,-1.389292,-21.477235,-35.752340,-70.823393,60.132041
592,-0.709215,-21.456743,-35.432058,-70.249304,59.886475
593,-0.027983,-21.532554,-35.130500,-69.714807,59.613055
594,0.661487,-21.532605,-34.824828,-69.118123,59.360425
595,1.325058,-21.647153,-34.526261,-68.533094,59.022102
596,2.000903,-21.679925,-34.233168,-67.961700,58.778487
597,2.686321,-21.796576,-33.943654,-67.421385,58.509642
598,3.374960,-21.899350,-33.656025,-66.856272,58.244474
599,4.053341,-21.944671,-33.363921,-66.284244,58.017663
600,4.726877,-22.049903,-33.024133,-65.694235,57.705862
601,5.398688,-22.093687,-32.747362,-65.136777,57.513727
602,6.062483,-22.168425,-32.471907,-64.581659,57.304289
603,6.739837,-22.220127,-32.185459,-64.014951,57.113798
604,7.421631,-22.262861,-31.908147,-63.397408,56.911180
605,8.102117,-22.357333,-31.649486,-62.850359,56.743943
606,8.793280,-22.394086,-31.360818,-62.233829,56.564624
607,9.470822,-22.521635,-31.083740,-61.696439,56.385617
608,10.145748,-22.580195,-30.772671,-61.102390,56.198545
609,10.812680,-22.699859,-30.463119,-60.557564,56.008012
610,11.486770,-22.795481,-30.145736,-59.971342,55.814964
611,12.163000,-22.913166,-29.849223,-59.438926,55.670082
612,12.838952,-23.035351,-29.529565,-58.881391,55.498017
613,13.516797,-23.145015,-29.232623,-58.318298,55.359486
614,14.189201,-23.275560,-28.909407,-57.734148,55.180470
615,14.867181,-23.395826,-28.604304,-57.159349,55.043124
616,15.527988,-23.516577,-28.309014,-56.553607,54.891967
617,16.195029,-23.673963,-28.027431,-56.022171,54.790807
618,16.874422,-23.785151,-27.737596,-55.446429,54.705289
619,17.515990,-23.977836,-27.445052,-54.886054,54.560180
620,18.170929,-24.102773,-27.124211,-54.282393,54.428477
621,18.828293,-24.299551,-26.815794,-53.751892,54.321480
622,19.490795,-24.446256,-26.500947,-53.186164,54.233041
623,20.156755,-24.625880,-26.156016,-52.654117,54.133676
624,20.797905,-24.811780,-25.852108,-52.098363,54.044253
625,21.457102,-24.970371,-25.553508,-51.528417,53.993770
626,22.100887,-25.159847,-25.277046,-50.933160,53.934518
627,22.762888,-25.350033,-24.974844,-50.375863,53.899751
628,23.432762,-25.551175,-24.720491,-49.810784,53.919055
629,24.070760,-25.790271,-24.417588,-49.214446,53.849901
630,24.723428,-25.965029,-24.135406,-48.650269,53.868412
631,25.352405,-26.215416,-23.833624,-48.082090,53.827659
632,26.020979,-26.386761,-23.535853,-47.506509,53.869503
633,26.664189,-26.642613,-23.239849,-46.965439,53.883488
634,27.322601,-26.804952,-22.921900,-46.385577,53.925048
635,27.967248,-27.043998,-22.637775,-45.833975,53.980844
636,28.633443,-27.223977,-22.369681,-45.241895,54.092181
637,29.288669,-27.407091,-22.105206,-44.691984,54.222670
638,29.957057,-27.623186,-21.832449,-44.072451,54.339040
639,30.623531,-27.843175,-21.591231,-43.517771,54.516734
640,31.268509,-28.111354,-21.315032,-42.909013,54.625996
641,31.914670,-28.392321,-21.030614,-42.372941,54.760029
642,32.538820,-28.675817,-20.755215,-41.783552,54.882299
643,33.138228,-28.970407,-20.423135,-41.206096,54.941165
644,33.773647,-29.220668,-20.113795,-40.611707,55.078237
645,34.388116,-29.503857,-19.808976,-40.078478,55.219086
646,35.023868,-29.717250,-19.495779,-39.482895,55.387360
647,35.630527,-30.030479,-19.218258,-38.941044,55.567862
648,36.287378,-30.256723,-18.949616,-38.341935,55.825587
649,36.924785,-30.513834,-18.666192,-37.714478,56.055383
650,37.594399,-30.742222,-18.380525,-37.132287,56.338486
651,38.255625,-30.961717,-18.070732,-36.546603,56.602557
652,38.911467,-31.202699,-17.742529,-35.972239,56.854409
653,39.573676,-31.420268,-17.400311,-35.419221,57.114156
654,40.225859,-31.652548,-17.080789,-34.842601,57.395369
655,40.885168,-31.859184,-16.769115,-34.287822,57.705412
656,41.546491,-32.045061,-16.449074,-33.727287,58.019958
657,42.196229,-32.288363,-16.137668,-33.197298,58.340978
658,42.859655,-32.496048,-15.790918,-32.573101,58.650624
659,43.492043,-32.771290,-15.475405,-32.016609,58.972276
660,44.170695,-32.963507,-15.165912,-31.419525,59.356692
661,44.813627,-33.206931,-14.901411,-30.870031,59.760747
662,45.478034,-33.441616,-14.599997,-30.245616,60.162980
663,46.120912,-33.712273,-14.332148,-29.656713,60.588942
664,46.754162,-34.010321,-14.080160,-29.040352,61.036999
665,47.401179,-34.252483,-13.809839,-28.432952,61.487037
666,48.048109,-34.534568,-13.551968,-27.827157,61.964173
667,48.683371,-34.806644,-13.288837,-27.254676,62.430656
668,49.345838,-35.043494,-13.021340,-26.618052,62.933719
669,49.992403,-35.343405,-12.764669,-26.025712,63.445011
670,50.662344,-35.550680,-12.513436,-25.410974,63.984318
671,51.304835,-35.827066,-12.257474,-24.818023,64.508651
672,51.955123,-36.027884,-11.989566,-24.171653,65.034555
673,52.607846,-36.268880,-11.732966,-23.589815,65.578188
674,53.275985,-36.507368,-11.500832,-22.974898,66.175250
675,53.946547,-36.730537,-11.221086,-22.357235,66.733891
676,54.616840,-36.983836,-10.971272,-21.687400,67.348210
677,55.307670,-37.212507,-10.752001,-21.099728,67.996336
678,55.968475,-37.446440,-10.541270,-20.422714,68.653866
679,56.620751,-37.708712,-10.351085,-19.874560,69.305727
680,57.295138,-37.908469,-10.147902,-19.220004,69.984443
681,57.944649,-38.187881,-9.943584,-18.633190,70.648411
682,58.618244,-38.350836,-9.733568,-17.975917,71.323962
683,59.261459,-38.573415,-9.510818,-17.356787,71.970629
684,59.929248,-38.721279,-9.355547,-16.736544,72.689142
685,60.582899,-38.948426,-9.187270,-16.117714,73.410612
686,61.250773,-39.146136,-9.076736,-15.410794,74.224828
687,61.922576,-39.355110,-8.972904,-14.785563,75.032205
688,62.583198,-39.604237,-8.880759,-14.097154,75.879565
689,63.252849,-39.823993,-8.800041,-13.467991,76.721952
690,63.927162,-40.049160,-8.723819,-12.783804,77.598741
691,64.586338,-40.287679,-8.621128,-12.156540,78.426361
692,65.278374,-40.451631,-8.538960,-11.443094,79.312635
693,65.927595,-40.731552,-8.411241,-10.775234,80.147636
694,66.622059,-40.892418,-8.373679,-10.080059,81.078741
695,67.286088,-41.143279,-8.357115,-9.452820,82.013288
696,67.962304,-41.371609,-8.398960,-8.751740,83.036729
697,68.670663,-41.579206,-8.413713,-8.085577,84.046560
698,69.366771,-41.819038,-8.445611,-7.356794,85.102369
699,70.053655,-42.046825,-8.462036,-6.699472,86.105453
700,70.732859,-42.244566,-8.498504,-5.967811,87.141332
701,71.420053,-42.415038,-8.484759,-5.314526,88.097827
702,72.135619,-42.530459,-8.461236,-4.595996,89.077923
703,72.825816,-42.746979,-8.417664,-3.905271,90.050994
704,73.551505,-42.883460,-8.456047,-3.163186,91.120463
705,74.258011,-43.114077,-8.531924,-2.512804,92.209742
706,74.979847,-43.274908,-8.680072,-1.792673,93.379643
707,75.701789,-43.448531,-8.762407,-1.135751,94.469952
708,76.420662,-43.652520,-8.911335,-0.414443,95.661282
709,77.132927,-43.822602,-9.008819,0.293567,96.781387
710,77.851382,-43.986844,-9.147522,1.029461,97.955485
711,78.582304,-44.110651,-9.223496,1.705249,99.040169
712,79.304189,-44.250543,-9.379797,2.448014,100.227763
713,80.000704,-44.493940,-9.476319,3.118388,101.356160
714,80.731835,-44.634263,-9.621530,3.848969,102.539526
715,81.432789,-44.884432,-9.727923,4.498046,103.676924
716,82.136432,-45.050025,-9.871276,5.214279,104.842351
717,82.829563,-45.240515,-9.972965,5.888332,105.955029
718,83.515975,-45.435502,-10.134100,6.602278,107.136675
719,84.206754,-45.612538,-10.308891,7.235195,108.287073
720,84.898447,-45.816402,-10.534422,7.915866,109.519811
721,85.600147,-45.953995,-10.719677,8.551823,110.672457
722,86.325030,-46.086334,-10.982237,9.239698,111.936026
723,87.039254,-46.263944,-11.214640,9.890520,113.168687
724,87.774839,-46.336465,-11.513126,10.562128,114.435789
725,88.491046,-46.531074,-11.782510,11.156550,115.683395
726,89.219371,-46.657241,-12.107168,11.814401,116.987181
727,89.937580,-46.790734,-12.383451,12.410787,118.213423
728,90.661106,-46.963304,-12.734628,13.102654,119.576742
729,91.389859,-47.092018,-13.039147,13.705972,120.837960
730,92.122602,-47.261959,-13.372600,14.337969,122.162960
731,92.858543,-47.389141,-13.642400,14.942156,123.400331
732,93.594648,-47.450272,-13.965253,15.580939,124.667821
733,94.305187,-47.630274,-14.279602,16.177283,125.944674
734,95.025008,-47.698905,-14.652772,16.772106,127.223138
735,95.737829,-47.884539,-15.016569,17.363211,128.544955
736,96.479447,-48.013595,-15.392096,17.976592,129.884359
737,97.200862,-48.159983,-15.732787,18.577805,131.179043
738,97.910433,-48.318287,-16.112393,19.187666,132.507579
739,98.623900,-48.423821,-16.441263,19.728351,133.733729
740,99.350120,-48.595899,-16.859489,20.348099,135.121976
741,100.075562,-48.749726,-17.219192,20.883957,136.407145
742,100.808897,-48.797904,-17.675530,21.494590,137.766448
743,101.532166,-48.974518,-18.104140,22.014786,139.112641
744,102.276473,-49.033261,-18.541257,22.528741,140.420953
745,102.971722,-49.264718,-18.972888,23.018739,141.758196
746,103.689630,-49.364575,-19.457520,23.616661,143.148459
747,104.404029,-49.474597,-19.853313,24.095683,144.403854
748,105.106838,-49.641603,-20.358308,24.646182,145.808702
749,105.832837,-49.726492,-20.805020,25.146109,147.115781
750,106.552838,-49.872136,-21.310918,25.670930,148.512271
751,107.261930,-49.972347,-21.779195,26.137214,149.814142
752,107.955311,-50.000454,-22.293200,26.633571,151.120643
753,108.654117,-50.115211,-22.781148,27.081897,152.429073
754,109.369594,-50.144073,-23.305715,27.543837,153.747029
755,110.083114,-50.317651,-23.813702,27.914404,155.076148
756,110.801513,-50.435243,-24.387244,28.337458,156.464496
757,111.523806,-50.503486,-24.908039,28.772070,157.791831
758,112.237775,-50.632810,-25.493805,29.200071,159.195719
759,112.955832,-50.685460,-26.012413,29.582652,160.484090
760,113.663425,-50.856218,-26.618555,30.005491,161.918653
761,114.370536,-50.973042,-27.109478,30.405051,163.214547
762,115.087627,-50.978928,-27.694716,30.816704,164.551885
763,115.781562,-51.146537,-28.231377,31.242804,165.914828
764,116.498680,-51.164214,-28.808128,31.619206,167.233857
765,117.180095,-51.308262,-29.346063,31.976388,168.541532
766,117.896217,-51.293956,-29.918938,32.357845,169.843880
767,118.599284,-51.340493,-30.496426,32.708695,171.154306
768,119.284272,-51.468399,-31.108240,33.043455,172.511336
769,119.971244,-51.497296,-31.686803,33.366756,173.787429
770,120.640460,-51.674867,-32.300157,33.657241,175.135379
771,121.328246,-51.802072,-32.889264,33.943680,176.452187
772,122.023520,-51.901117,-33.540226,34.232786,177.817683
773,122.673031,-52.111269,-34.100052,34.490412,179.102348
774,123.346408,-51.968721,-34.740634,34.783840,180.326148
775,124.033239,-52.047730,-35.312292,35.090077,181.614966
776,124.724487,-51.993576,-35.956733,35.371972,182.896674
777,125.404374,-52.029682,-36.581522,35.620315,184.179131
778,126.113758,-52.070998,-37.209816,35.853143,185.486508
779,126.817286,-51.971089,-37.820049,36.091332,186.709512
780,127.521991,-51.981037,-38.489728,36.321967,188.035399
781,128.219757,-51.921112,-39.137292,36.544510,189.300154
782,128.926121,-51.910642,-39.805254,36.721406,190.593591
783,129.619548,-52.062259,-40.488083,36.929550,191.979552
784,130.319309,-52.145360,-41.122014,37.122302,193.289531
785,130.954427,-52.422858,-41.734314,37.305079,194.608592
786,131.643515,-52.361317,-42.384604,37.482219,195.851084
787,132.339739,-52.293834,-43.007013,37.661223,197.074594
788,133.011666,-52.150265,-43.688073,37.817443,198.285114
789,133.654443,-51.911896,-44.314331,37.944369,199.366579
790,134.327429,-51.821170,-44.976861,38.030881,200.557771
791,134.974446,-51.554017,-45.659043,38.140233,201.676761
792,135.664669,-51.451596,-46.330185,38.248030,202.899359
793,136.303237,-51.187716,-46.963555,38.394308,203.989354
794,136.868480,-50.782824,-47.621824,38.490686,204.954707
795,137.526237,-50.581048,-48.259666,38.607254,206.084825
796,138.106605,-50.218507,-48.926522,38.679999,207.085333
797,138.779302,-50.325131,-49.538734,38.780699,208.335143
798,139.446790,-50.101611,-50.225637,38.844474,209.492328
799,140.153561,-50.118752,-50.847351,38.956139,210.750290
800,140.831997,-49.989394,-51.558614,39.011356,211.979434
801,141.480177,-49.834052,-52.169468,39.044298,213.071692
802,142.043267,-50.226543,-52.802580,39.097315,214.344713
803,142.712645,-50.050959,-53.429034,39.128238,215.463425
804,143.295007,-50.415455,-54.071670,39.115949,216.724428
805,143.980407,-50.376646,-54.665286,39.101562,217.867990
806,144.352739,-50.958485,-55.355665,39.036759,219.049288
807,144.735556,-51.546546,-55.960335,38.982151,220.168767
808,145.418893,-51.445592,-56.619249,38.876596,221.308627
809,145.724718,-52.049047,-57.259565,38.811958,222.392314
810,145.478626,-51.399470,-57.916575,38.711967,222.462758
811,144.789912,-51.373614,-58.518229,38.636208,222.342007
812,144.477756,-51.984317,-59.192434,38.557717,222.888775
813,144.018166,-52.495742,-59.856719,38.509300,223.264162
814,143.980006,-53.185746,-60.521330,38.450711,224.093812
815,143.928164,-53.872313,-61.165807,38.429323,224.906933
816,143.633541,-54.506897,-61.840683,38.361566,225.486603
817,143.236865,-55.066224,-62.448689,38.260262,225.868059
818,142.807461,-55.595696,-63.095455,38.136025,226.233609
819,142.517375,-56.212501,-63.710930,38.012252,226.734246
820,142.291515,-56.857998,-64.374665,37.857759,227.336720
821,141.930267,-57.452157,-64.969172,37.728713,227.742784
822,141.551415,-58.026946,-65.633355,37.552875,228.168865
823,141.069579,-58.538345,-66.233870,37.405217,228.429173
824,140.520745,-58.939436,-66.881785,37.179194,228.592651
825,139.966094,-59.338654,-67.487142,37.012391,228.736462
826,139.547025,-59.899248,-68.127613,36.788180,229.079057
827,139.018155,-60.368989,-68.728245,36.544766,229.239706
828,138.604755,-60.924306,-69.333669,36.291421,229.541469
829,138.159021,-61.455702,-69.903723,36.079312,229.789434
830,137.706025,-61.981966,-70.554450,35.816442,230.080321
831,137.287766,-62.531794,-71.137939,35.580964,230.363599
832,136.734182,-62.968034,-71.771281,35.306830,230.504830
833,136.246670,-63.485891,-72.357982,35.071140,230.714952
834,135.741053,-63.981177,-72.932391,34.795429,230.871012
835,135.290319,-64.477900,-73.549580,34.503981,231.109317
836,134.870332,-65.031602,-74.138917,34.148470,231.347256
837,134.389482,-65.528496,-74.687558,33.868487,231.501553
838,134.004392,-66.117721,-75.298125,33.550508,231.821697
839,133.533299,-66.651701,-75.864560,33.283330,232.022572
840,133.151222,-67.197561,-76.471412,32.938764,232.312144
841,132.699135,-67.700068,-77.052493,32.594652,232.496831
842,132.257870,-68.233316,-77.611342,32.219552,232.671153
843,131.799026,-68.765578,-78.155405,31.881072,232.831723
844,131.352050,-69.327984,-78.746784,31.473670,233.028954
845,130.949306,-69.892160,-79.247392,31.147677,233.220283
846,130.530620,-70.440647,-79.828771,30.749588,233.432082
847,130.077993,-70.967342,-80.335718,30.396388,233.556279
848,129.608274,-71.468879,-80.884736,29.941580,233.648001
849,129.087546,-71.930151,-81.409116,29.552652,233.682700
850,128.684765,-72.502346,-81.956142,29.090412,233.860386
851,128.210775,-73.017520,-82.428985,28.725614,233.924718
852,127.791556,-73.560102,-82.971349,28.285646,234.080239
853,127.337270,-74.087092,-83.481974,27.896213,234.190837
854,126.920939,-74.629082,-84.015721,27.474190,234.348784
855,126.458660,-75.135522,-84.491412,27.080770,234.410118
856,126.023857,-75.656656,-84.982439,26.601720,234.479067
857,125.597167,-76.195098,-85.431882,26.144522,234.534981
858,125.156600,-76.708820,-85.865251,25.665759,234.543762
859,124.684338,-77.225924,-86.258040,25.217516,234.502335
860,124.239295,-77.766966,-86.720031,24.677835,234.518175
861,123.801659,-78.290818,-87.159467,24.170646,234.527074
862,123.337304,-78.810712,-87.619566,23.660500,234.527504
863,122.826588,-79.288692,-88.030960,23.218607,234.453944
864,122.354992,-79.805790,-88.460345,22.704848,234.417442
865,121.849725,-80.293632,-88.870204,22.213547,234.330131
866,121.390798,-80.836165,-89.273653,21.659263,234.275102
867,120.911055,-81.332061,-89.649812,21.152840,234.177355
868,120.440656,-81.869426,-90.040866,20.585469,234.092880
869,119.988616,-82.392843,-90.428384,20.080948,234.043141
870,119.544896,-82.916184,-90.804100,19.526368,233.968324
871,119.096287,-83.443370,-91.182518,19.025491,233.916744
872,118.643898,-83.965971,-91.554543,18.463514,233.827252
873,118.179723,-84.485439,-91.905070,17.937904,233.722402
874,117.737817,-85.034172,-92.280653,17.382321,233.659787
875,117.275453,-85.561754,-92.653277,16.850562,233.577298
876,116.842272,-86.118478,-93.035625,16.252947,233.513683
877,116.356297,-86.604045,-93.396216,15.753028,233.394703
878,115.958465,-87.160366,-93.769752,15.207410,233.377563
879,115.479783,-87.646402,-94.152981,14.672084,233.270161
880,115.063731,-88.193326,-94.528835,14.086409,233.217040
881,114.597899,-88.685562,-94.840297,13.594847,233.078614
882,114.136020,-89.205967,-95.216415,12.998293,232.968137
883,113.650612,-89.698104,-95.589867,12.461661,232.848010
884,113.184141,-90.235030,-95.978338,11.884361,232.760205
885,112.712590,-90.764726,-96.298889,11.359159,232.626495
886,112.230837,-91.297551,-96.603656,10.741711,232.430326
887,111.757290,-91.830036,-96.865700,10.161526,232.219360
888,111.296487,-92.357292,-97.133657,9.511394,231.992142
889,110.777747,-92.845669,-97.375651,8.957136,231.714584
890,110.319382,-93.379599,-97.681049,8.281094,231.514742
891,109.811382,-93.864776,-97.969851,7.774604,231.308461
892,109.389379,-94.431629,-98.286810,7.165230,231.195418
893,108.903699,-94.936847,-98.640329,6.625516,231.061544
894,108.458061,-95.511680,-99.017979,6.030013,230.991391
895,107.940260,-96.019501,-99.325954,5.509742,230.797467
896,107.475700,-96.541823,-99.670678,4.867769,230.637220
897,106.987293,-97.045193,-99.949471,4.318945,230.428975
898,106.509987,-97.574618,-100.271558,3.692382,230.246851
899,106.032994,-98.080142,-100.546488,3.155437,230.051570
900,105.569886,-98.607233,-100.886597,2.518244,229.892674
901,105.090156,-99.119302,-101.206843,1.957955,229.728239
902,104.617227,-99.659644,-101.528900,1.365427,229.569795
903,104.101259,-100.156758,-101.856634,0.842547,229.389436
904,103.639304,-100.699170,-102.175736,0.212111,229.222419
905,103.138447,-101.198244,-102.515031,-0.367848,229.041746
906,102.703164,-101.761800,-102.807910,-0.984014,228.890725
907,102.195020,-102.272710,-103.083388,-1.520738,228.670472
908,101.700891,-102.802766,-103.388762,-2.166712,228.449953
909,101.183917,-103.296639,-103.663913,-2.717077,228.207980
910,100.710625,-103.820572,-103.983367,-3.395777,228.001689
911,100.250313,-104.367934,-104.268161,-3.966772,227.833710
912,99.772776,-104.914382,-104.574005,-4.594364,227.643829
913,99.285690,-105.446658,-104.846332,-5.154569,227.438752
914,98.814250,-105.992252,-105.121710,-5.799010,227.219192
915,98.325296,-106.495193,-105.394512,-6.348883,227.004501
916,97.887671,-107.055875,-105.716131,-6.981475,226.868671
917,97.374400,-107.532929,-106.017761,-7.547335,226.639560
918,96.948020,-108.084341,-106.368554,-8.147113,226.550389
919,96.427223,-108.537331,-106.658842,-8.692702,226.302672
920,95.970777,-109.060728,-106.959104,-9.280902,226.133922
921,95.483574,-109.562643,-107.259961,-9.827389,225.947033
922,95.009196,-110.090219,-107.586297,-10.455440,225.769845
923,94.548019,-110.623116,-107.901139,-10.964143,225.649224
924,94.065931,-111.136429,-108.245457,-11.543762,225.496335
925,93.595650,-111.641983,-108.571345,-12.067363,225.358822
926,93.101287,-112.123919,-108.906138,-12.666250,225.164002
927,92.613786,-112.587082,-109.202316,-13.186375,224.967196
928,92.156025,-113.118151,-109.490368,-13.762843,224.794895
929,91.674015,-113.623684,-109.818327,-14.377257,224.608587
930,91.247301,-114.181275,-110.105755,-15.021227,224.445469
931,90.737123,-114.666661,-110.372749,-15.567168,224.200558
932,90.279558,-115.201937,-110.624728,-16.190977,223.977013
933,89.771241,-115.686959,-110.905563,-16.775999,223.728759
